0.01	0.001	0	0.534615
0.01	0.0007	0	0.539103
0.01	0.0003	0	0.541026
0.01	9e-05	0	0.525641
0.03	0.001	0	0.550641
0.03	0.0007	0	0.705128
0.03	0.0003	0	0.598718
0.03	9e-05	0	0.63141
0.1	0.001	0	0.686538
0.1	0.0007	0	0.707051
0.1	0.0003	0	0.745513
0.1	9e-05	0	0.646795
0.3	0.001	0	0.747436
0.3	0.0007	0	0.699359
0.3	0.0003	0	0.726923
0.3	9e-05	0	0.703846
0.7	0.001	0	0.710256
0.7	0.0007	0	0.692949
0.7	0.0003	0	0.713462
0.7	9e-05	0	0.666026
0.01	0	0	0.532051
0.01	0.001	0	0.523077
0.01	0.0007	0	0.565385
0.01	0.0003	0	0.507051
0.01	9e-05	0	0.509615
0.03	0	0	0.620513
0.03	0.001	0	0.596795
0.03	0.0007	0	0.607692
0.03	0.0003	0	0.614103
0.03	9e-05	0	0.573077
0.07	0	0	0.665385
0.07	0.001	0	0.632051
0.07	0.0007	0	0.637179
0.07	0.0003	0	0.679487
0.07	9e-05	0	0.723718
0.1	0	0	0.644231
0.1	0.001	0	0.670513
0.1	0.0007	0	0.58782
0.1	0.0003	0	0.673077
0.1	9e-05	0	0.670513
0.3	0	0	0.664103
0.3	0.001	0	0.63782
0.3	0.0007	0	0.632051
0.3	0.0003	0	0.723718
0.3	9e-05	0	0.63141
0.7	0	0	0.68782
0.7	0.001	0	0.657051
0.7	0.0007	0	0.639103
0.7	0.0003	0	0.639103
0.7	9e-05	0	0.745513
0.01	0	0	0.539744
0.01	0.001	0	0.541026
0.01	0.0007	0	0.452564
0.01	0.0003	0	0.557692
0.01	9e-05	0	0.521795
0.03	0	0	0.664103
0.03	0.001	0	0.59359
0.03	0.0007	0	0.591667
0.03	0.0003	0	0.665385
0.03	9e-05	0	0.826282
0.07	0	0	0.901923
0.07	0.001	0	0.810256
0.07	0.0007	0	0.883974
0.07	0.0003	0	0.845513
0.07	9e-05	0	0.851923
0.1	0	0	0.883974
0.1	0.001	0	0.894231
0.1	0.0007	0	0.844231
0.1	0.0003	0	0.877564
0.1	9e-05	0	0.859615
0.3	0	0	0.917949
0.3	0.001	0	0.886538
0.3	0.0007	0	0.886539
0.3	0.0003	0	0.934615
0.3	9e-05	0	0.861539
0.7	0	0	0.89359
0.7	0.001	0	0.885256
0.7	0.0007	0	0.892949
0.7	0.0003	0	0.860897
0.7	9e-05	0	0.89359
